ticket_id,perfil_real,perfil_conducta
TK-003958,Solicitudes rutinarias,Solicitudes rutinarias
TK-003959,Solicitudes rutinarias,Solicitudes rutinarias
TK-003960,Solicitudes rutinarias,Solicitudes rutinarias
TK-003961,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003962,Fallas de hardware,Fallas de hardware
TK-003963,Solicitudes rutinarias,Fallas de hardware
TK-003964,Solicitudes rutinarias,Solicitudes rutinarias
TK-003965,Solicitudes rutinarias,Solicitudes rutinarias
TK-003966,Solicitudes rutinarias,Solicitudes rutinarias
TK-003967,Casos crónicos,Casos crónicos
TK-003968,Solicitudes rutinarias,Solicitudes rutinarias
TK-003969,Incidentes críticos de red,Incidentes críticos de red
TK-003970,Solicitudes rutinarias,Solicitudes rutinarias
TK-003971,Solicitudes rutinarias,Solicitudes rutinarias
TK-003972,Solicitudes rutinarias,Solicitudes rutinarias
TK-003973,Solicitudes rutinarias,Solicitudes rutinarias
TK-003974,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003975,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003976,Incidentes de seguridad,Incidentes de seguridad
TK-003977,Solicitudes rutinarias,Solicitudes rutinarias
TK-003978,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003979,Fallas de hardware,Fallas de hardware
TK-003980,Solicitudes rutinarias,Solicitudes rutinarias
TK-003981,Solicitudes rutinarias,Solicitudes rutinarias
TK-003982,Solicitudes rutinarias,Solicitudes rutinarias
TK-003983,Solicitudes rutinarias,Solicitudes rutinarias
TK-003984,Fallas de hardware,Fallas de hardware
TK-003985,Solicitudes rutinarias,Solicitudes rutinarias
TK-003986,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003987,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003988,Incidentes de seguridad,Incidentes de seguridad
TK-003989,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003990,Solicitudes rutinarias,Solicitudes rutinarias
TK-003991,Solicitudes rutinarias,Solicitudes rutinarias
TK-003992,Incidentes de seguridad,Incidentes de seguridad
TK-003993,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-003994,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003995,Incidentes de seguridad,Incidentes de seguridad
TK-003996,Solicitudes rutinarias,Solicitudes rutinarias
TK-003997,Solicitudes rutinarias,Solicitudes rutinarias
TK-003998,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-003999,Solicitudes rutinarias,Solicitudes rutinarias
TK-004000,Fallas de hardware,Fallas de hardware
TK-004001,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004002,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004003,Solicitudes rutinarias,Solicitudes rutinarias
TK-004004,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004005,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004006,Solicitudes rutinarias,Solicitudes rutinarias
TK-004007,Fallas de hardware,Fallas de hardware
TK-004008,Solicitudes rutinarias,Solicitudes rutinarias
TK-004009,Solicitudes rutinarias,Solicitudes rutinarias
TK-004010,Incidentes de seguridad,Incidentes de seguridad
TK-004011,Solicitudes rutinarias,Solicitudes rutinarias
TK-004012,Fallas de hardware,Fallas de hardware
TK-004013,Casos crónicos,Casos crónicos
TK-004014,Fallas de hardware,Fallas de hardware
TK-004015,Solicitudes rutinarias,Solicitudes rutinarias
TK-004016,Solicitudes rutinarias,Solicitudes rutinarias
TK-004017,Fallas de hardware,Fallas de hardware
TK-004018,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004019,Solicitudes rutinarias,Solicitudes rutinarias
TK-004020,Incidentes críticos de red,Incidentes críticos de red
TK-004021,Solicitudes rutinarias,Solicitudes rutinarias
TK-004022,Solicitudes rutinarias,Solicitudes rutinarias
TK-004023,Solicitudes rutinarias,Solicitudes rutinarias
TK-004024,Incidentes críticos de red,Incidentes críticos de red
TK-004025,Incidentes de seguridad,Incidentes críticos de red
TK-004026,Fallas de hardware,Fallas de hardware
TK-004027,Incidentes críticos de red,Incidentes críticos de red
TK-004028,Solicitudes rutinarias,Solicitudes rutinarias
TK-004029,Solicitudes rutinarias,Solicitudes rutinarias
TK-004030,Solicitudes rutinarias,Solicitudes rutinarias
TK-004031,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004032,Fallas de hardware,Fallas de hardware
TK-004033,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004034,Fallas de hardware,Fallas de hardware
TK-004035,Solicitudes rutinarias,Solicitudes rutinarias
TK-004036,Solicitudes rutinarias,Solicitudes rutinarias
TK-004037,Casos crónicos,Casos crónicos
TK-004038,Solicitudes rutinarias,Solicitudes rutinarias
TK-004039,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004040,Fallas de hardware,Fallas de hardware
TK-004041,Solicitudes rutinarias,Solicitudes rutinarias
TK-004042,Solicitudes rutinarias,Fallas de hardware
TK-004043,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004044,Solicitudes rutinarias,Solicitudes rutinarias
TK-004045,Fallas de hardware,Fallas de hardware
TK-004046,Solicitudes rutinarias,Solicitudes rutinarias
TK-004047,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004048,Solicitudes rutinarias,Solicitudes rutinarias
TK-004049,Incidentes de seguridad,Incidentes de seguridad
TK-004050,Incidentes críticos de red,Incidentes críticos de red
TK-004051,Solicitudes rutinarias,Solicitudes rutinarias
TK-004052,Solicitudes rutinarias,Solicitudes rutinarias
TK-004053,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004054,Solicitudes rutinarias,Solicitudes rutinarias
TK-004055,Incidentes de seguridad,Incidentes de seguridad
TK-004056,Solicitudes rutinarias,Solicitudes rutinarias
TK-004057,Solicitudes rutinarias,Solicitudes rutinarias
TK-004058,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004059,Incidentes de seguridad,Incidentes de seguridad
TK-004060,Solicitudes rutinarias,Solicitudes rutinarias
TK-004061,Errores recurrentes de software/ERP,Casos crónicos
TK-004062,Solicitudes rutinarias,Solicitudes rutinarias
TK-004063,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004064,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004065,Incidentes críticos de red,Incidentes críticos de red
TK-004066,Solicitudes rutinarias,Solicitudes rutinarias
TK-004067,Solicitudes rutinarias,Solicitudes rutinarias
TK-004068,Incidentes de seguridad,Incidentes de seguridad
TK-004069,Incidentes de seguridad,Incidentes de seguridad
TK-004070,Solicitudes rutinarias,Solicitudes rutinarias
TK-004071,Casos crónicos,Incidentes críticos de red
TK-004072,Fallas de hardware,Fallas de hardware
TK-004073,Fallas de hardware,Fallas de hardware
TK-004074,Solicitudes rutinarias,Solicitudes rutinarias
TK-004075,Fallas de hardware,Fallas de hardware
TK-004076,Incidentes críticos de red,Incidentes críticos de red
TK-004077,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004078,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004079,Fallas de hardware,Fallas de hardware
TK-004080,Solicitudes rutinarias,Solicitudes rutinarias
TK-004081,Solicitudes rutinarias,Solicitudes rutinarias
TK-004082,Solicitudes rutinarias,Solicitudes rutinarias
TK-004083,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004084,Solicitudes rutinarias,Solicitudes rutinarias
TK-004085,Casos crónicos,Casos crónicos
TK-004086,Solicitudes rutinarias,Solicitudes rutinarias
TK-004087,Solicitudes rutinarias,Solicitudes rutinarias
TK-004088,Solicitudes rutinarias,Solicitudes rutinarias
TK-004089,Fallas de hardware,Fallas de hardware
TK-004090,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004091,Solicitudes rutinarias,Fallas de hardware
TK-004092,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004093,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004094,Incidentes de seguridad,Incidentes de seguridad
TK-004095,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004096,Solicitudes rutinarias,Solicitudes rutinarias
TK-004097,Fallas de hardware,Errores recurrentes de software/ERP
TK-004098,Incidentes de seguridad,Incidentes de seguridad
TK-004099,Solicitudes rutinarias,Solicitudes rutinarias
TK-004100,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004101,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004102,Solicitudes rutinarias,Solicitudes rutinarias
TK-004103,Incidentes críticos de red,Incidentes críticos de red
TK-004104,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004105,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004106,Solicitudes rutinarias,Solicitudes rutinarias
TK-004107,Fallas de hardware,Errores recurrentes de software/ERP
TK-004108,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004109,Solicitudes rutinarias,Solicitudes rutinarias
TK-004110,Solicitudes rutinarias,Solicitudes rutinarias
TK-004111,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004112,Solicitudes rutinarias,Fallas de hardware
TK-004113,Incidentes de seguridad,Incidentes de seguridad
TK-004114,Fallas de hardware,Fallas de hardware
TK-004115,Solicitudes rutinarias,Solicitudes rutinarias
TK-004116,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-004117,Solicitudes rutinarias,Solicitudes rutinarias
TK-004118,Solicitudes rutinarias,Solicitudes rutinarias
TK-004119,Incidentes de seguridad,Incidentes de seguridad
TK-004120,Solicitudes rutinarias,Solicitudes rutinarias
TK-004121,Fallas de hardware,Fallas de hardware
TK-004122,Fallas de hardware,Fallas de hardware
TK-004123,Incidentes de seguridad,Incidentes de seguridad
TK-004124,Incidentes críticos de red,Incidentes críticos de red
TK-004125,Fallas de hardware,Errores recurrentes de software/ERP
TK-004126,Solicitudes rutinarias,Solicitudes rutinarias
TK-004127,Solicitudes rutinarias,Solicitudes rutinarias
TK-004128,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004129,Solicitudes rutinarias,Solicitudes rutinarias
TK-004130,Solicitudes rutinarias,Solicitudes rutinarias
TK-004131,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004132,Solicitudes rutinarias,Solicitudes rutinarias
TK-004133,Solicitudes rutinarias,Solicitudes rutinarias
TK-004134,Solicitudes rutinarias,Solicitudes rutinarias
TK-004135,Incidentes de seguridad,Incidentes de seguridad
TK-004136,Fallas de hardware,Fallas de hardware
TK-004137,Incidentes de seguridad,Incidentes de seguridad
TK-004138,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004139,Fallas de hardware,Fallas de hardware
TK-004140,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-004141,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004142,Solicitudes rutinarias,Solicitudes rutinarias
TK-004143,Solicitudes rutinarias,Solicitudes rutinarias
TK-004144,Fallas de hardware,Solicitudes rutinarias
TK-004145,Solicitudes rutinarias,Solicitudes rutinarias
TK-004146,Solicitudes rutinarias,Solicitudes rutinarias
TK-004147,Solicitudes rutinarias,Solicitudes rutinarias
TK-004148,Solicitudes rutinarias,Solicitudes rutinarias
TK-004149,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004150,Solicitudes rutinarias,Solicitudes rutinarias
TK-004151,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004152,Incidentes de seguridad,Incidentes de seguridad
TK-004153,Solicitudes rutinarias,Solicitudes rutinarias
TK-004154,Solicitudes rutinarias,Solicitudes rutinarias
TK-004155,Solicitudes rutinarias,Solicitudes rutinarias
TK-004156,Solicitudes rutinarias,Solicitudes rutinarias
TK-004157,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004158,Solicitudes rutinarias,Solicitudes rutinarias
TK-004159,Solicitudes rutinarias,Solicitudes rutinarias
TK-004160,Incidentes críticos de red,Incidentes críticos de red
TK-004161,Solicitudes rutinarias,Solicitudes rutinarias
TK-004162,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004163,Incidentes críticos de red,Incidentes críticos de red
TK-004164,Incidentes de seguridad,Incidentes de seguridad
TK-004165,Solicitudes rutinarias,Fallas de hardware
TK-004166,Solicitudes rutinarias,Solicitudes rutinarias
TK-004167,Fallas de hardware,Solicitudes rutinarias
TK-004168,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-004169,Solicitudes rutinarias,Solicitudes rutinarias
TK-004170,Fallas de hardware,Fallas de hardware
TK-004171,Incidentes de seguridad,Incidentes críticos de red
TK-004172,Solicitudes rutinarias,Solicitudes rutinarias
TK-004173,Solicitudes rutinarias,Solicitudes rutinarias
TK-004174,Casos crónicos,Casos crónicos
TK-004175,Solicitudes rutinarias,Solicitudes rutinarias
TK-004176,Incidentes de seguridad,Incidentes de seguridad
TK-004177,Solicitudes rutinarias,Solicitudes rutinarias
TK-004178,Solicitudes rutinarias,Solicitudes rutinarias
TK-004179,Solicitudes rutinarias,Solicitudes rutinarias
TK-004180,Fallas de hardware,Fallas de hardware
TK-004181,Casos crónicos,Casos crónicos
TK-004182,Solicitudes rutinarias,Solicitudes rutinarias
TK-004183,Casos crónicos,Casos crónicos
TK-004184,Solicitudes rutinarias,Solicitudes rutinarias
TK-004185,Solicitudes rutinarias,Solicitudes rutinarias
TK-004186,Solicitudes rutinarias,Solicitudes rutinarias
TK-004187,Solicitudes rutinarias,Solicitudes rutinarias
TK-004188,Solicitudes rutinarias,Solicitudes rutinarias
TK-004189,Incidentes de seguridad,Incidentes de seguridad
TK-004190,Solicitudes rutinarias,Solicitudes rutinarias
TK-004191,Solicitudes rutinarias,Solicitudes rutinarias
TK-004192,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004193,Fallas de hardware,Fallas de hardware
TK-004194,Incidentes de seguridad,Solicitudes rutinarias
TK-004195,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004196,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004197,Solicitudes rutinarias,Solicitudes rutinarias
TK-004198,Solicitudes rutinarias,Solicitudes rutinarias
TK-004199,Solicitudes rutinarias,Solicitudes rutinarias
TK-004200,Incidentes críticos de red,Incidentes críticos de red
TK-004201,Fallas de hardware,Fallas de hardware
TK-004202,Incidentes de seguridad,Incidentes de seguridad
TK-004203,Fallas de hardware,Fallas de hardware
TK-004204,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-004205,Solicitudes rutinarias,Solicitudes rutinarias
TK-004206,Fallas de hardware,Fallas de hardware
TK-004207,Incidentes de seguridad,Incidentes de seguridad
TK-004208,Fallas de hardware,Fallas de hardware
TK-004209,Solicitudes rutinarias,Solicitudes rutinarias
TK-004210,Solicitudes rutinarias,Solicitudes rutinarias
TK-004211,Solicitudes rutinarias,Solicitudes rutinarias
TK-004212,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004213,Errores recurrentes de software/ERP,Casos crónicos
TK-004214,Errores recurrentes de software/ERP,Casos crónicos
TK-004215,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004216,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004217,Fallas de hardware,Fallas de hardware
TK-004218,Fallas de hardware,Solicitudes rutinarias
TK-004219,Solicitudes rutinarias,Solicitudes rutinarias
TK-004220,Fallas de hardware,Fallas de hardware
TK-004221,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-004222,Solicitudes rutinarias,Solicitudes rutinarias
TK-004223,Incidentes críticos de red,Incidentes críticos de red
TK-004224,Solicitudes rutinarias,Solicitudes rutinarias
TK-004225,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
